Probesets	cold_green_6h	cold_green_24h	cold_roots_6h	cold_roots_24h	osmotic_green_6h	osmotic_green_24h	osmotic_root_6h	osmotic_root_24h	salt_green_6h	salt_green_24h	salt_root_6h	salt_root_24h	drought_green_6h	drought_green_24h	drought_root_6h	drought_root_24h	genotox_green_6h	genotox_green_24h	genotox_root_6h	genotox_root_24h	oxidative_green_6h	oxidative_green_24h	oxidative_root_6h	oxidative_root_24h	UV-B_green_6h	UV-B_green_24h	UV-B_root_6h	UV-B_root_24h	wounding_green_6h	wounding_green_24h	wounding_root_6h	wounding_root_24h	heat_green_3+3h	heat_green_3+21h	heat_root_3+3h	heat_root_3+21h	diurnal_04h.CEL	diurnal_08h.CEL	diurnal_12h.CEL	diurnal_16h.CEL	diurnal_20h.CEL	diurnal_24h.CEL	Sulfate_2h	Sulfate_8h	Sulfate_24h	Pinf_6h	Pinf_24h	DC3000_02h	DC3000_24h	ABA_3h	ABA_30h	ACC_3h	ACC_30h	BL_3h	BL_30h	GA_3h	GA_30h	IAA_3h	IAA_30h	MJ_3h	MJ_30h	ZEA_3h	ZEA_30h	cell_cycle_aph_6h	cell_cycle_aph_8h	cell_cycle_aph_10h	cell_cycle_aph_12h	cell_cycle_aph_14h	cell_cycle_aph_16h	cell_cycle_aph_19h
259927_at	2.6269135	-3.7413664	0.11484812	-0.4673158	0.43894923	-1.8991303	0.3212011	0.43370226	1.1092677	-1.1585579	0.18639714	-0.006211435	0.5458515	-0.11417291	0.055212826	-0.023518335	0.8814536	-0.2565902	0.022476725	-0.052911926	0.69957924	-0.3276157	-0.14104234	0.31637207	0.4663987	-0.2512237	-0.31567982	0.21992315	-0.05861374	-0.36922687	-0.1589934	0.053832114	-0.5247991	0.39869553	0.37546903	0.17057802	-0.17930508	1.863021	3.793647	3.210526	0.28465733	-0.23246391	-0.22595114	0.1719101	0.34064957	-1.837997	-0.4622182	-0.7011926	-1.3790354	-1.0184084	-0.19585018	-0.4535386	-0.05213357	-0.13369678	-0.2077936	-0.4465896	-0.2756026	-0.59805053	-0.021325335	-1.0632159	-0.46036166	0.41115102	0.24108313	0.0761546	0.007074567	-0.016633432	-0.033601183	0.07125402	0.05632265	-0.10263799
260408_at	-0.4115103	0.3955882	0.18173787	-0.347832	-0.19642946	0.6483088	0.90835613	0.45992672	-0.17821878	0.73267406	-0.47446865	1.2545935	0.18063219	0.8557757	2.5427332	1.2167922	-0.08899754	0.3435646	0.529881	1.7092893	-0.08757377	0.30205977	-0.03532824	-0.19401142	-0.31640616	0.2570316	-0.07728748	-0.45052114	1.2344757	1.3499174	0.68214625	0.71494156	-0.30993897	0.15441208	-0.77719176	-0.20740257	0.23549937	0.04101955	0.02178546	0.04101955	-0.05000755	0.3785072	-0.30144462	-0.15022954	0.08599373	-0.34848735	-0.27858302	1.0544107	3.203996	-0.068677574	0.003387708	-0.24044816	-0.1520788	-0.1496174	0.05358726	-0.103668444	0.002419054	-0.24288692	-0.177879	0.026403168	0.058307547	-0.040902007	-0.13422444	-1.4701083	-1.4874718	-2.2654326	-2.6283848	-2.1946383	-2.6680863	-2.5547986
253666_at	1.2432574	0.3092839	0.37954155	-0.5109872	-0.14881836	1.340577	1.0301944	1.4306458	-1.4823216	0.22885853	0.23935005	0.32372463	0.7840417	0.6440919	0.6604959	-0.41041532	-0.14760228	0.19958481	0.13208537	-0.47982824	0.2967899	1.0446634	0.7341866	0.6776273	1.0416052	1.458201	-0.17451097	0.25409845	0.9157864	1.6190078	0.65292835	0.060009792	1.3490773	-0.04333865	-0.052176736	-0.45291367	0.9985237	0.79232764	-1.1772805	1.2259039	0.10257513	-0.61775017	-0.42193925	-0.3952235	-0.32845724	0.2884083	0.50682765	-0.678011	0.7884525	0.7177465	-0.31305945	-0.6635666	-0.41399822	-0.29988486	-0.5714762	0.33517647	-0.2661203	0.2876616	-0.18204881	0.66641456	0.2781141	0.08071241	0.001877358	-2.285965	-1.6328725	-2.1619756	-2.9597027	-2.2180152	-2.4952374	-2.134939
264299_s_at	0.687853	0.31902304	0.2390525	0.09838202	2.334064	2.4687138	0.43798524	0.28820208	1.5602134	1.4830029	-0.5805283	-0.22959629	0.12419688	0.3561362	0.046988606	-0.1925869	-0.23415188	0.52560186	0.12388507	-0.19058321	0.29885137	0.9033166	0.26035604	-0.35917157	1.5497669	0.526414	-0.009073077	0.22041458	-0.07888115	0.7478561	-0.10082752	-0.08624549	-0.53170377	0.36939877	-0.632965	-0.56995654	1.0333083	0.6588935	0.19418705	0.37173644	-0.029759934	-0.8495711	0.0321529	0.11800265	0.019161515	1.3330863	0.13903856	-0.001953922	0.24958879	0.36094096	0.056161806	0.007862703	0.11129066	0.27859193	0.09764681	0.24331439	0.09236937	-0.04485481	-0.037274625	0.06495449	-0.04675876	-0.1456395	-0.1341361	-1.7121481	-1.90609	-2.100564	-2.382546	-1.781149	-3.0600376	-3.4032097
258879_at	-0.04144289	0.56140965	-0.04130285	-0.8738107	0.74951357	1.6728697	0.86468375	1.1365052	0.83861697	1.3651636	-1.0164481	-0.105599925	0.07537743	0.19585826	-0.48925236	-0.2023522	0.13597424	0.38396078	0.27200446	-0.20704995	0.15343578	0.7093662	0.64216894	-0.22998708	1.872847	-0.062835105	-0.07153768	-0.43402588	0.1951194	0.40681657	-0.33223695	-0.447218	0.22531472	0.7198956	-0.5516882	-0.31212097	0.26637	-0.040860675	-0.1784542	0.16396302	0.30147535	0.27354202	0.36393946	0.40578988	0.37413868	-0.026924467	-0.089733	0.4028964	1.2212018	1.1399647	0.3849432	0.6252928	0.5749522	0.49115914	0.39309716	0.5553016	0.53085333	0.40017387	0.36639372	0.5163162	0.4134843	0.18765332	-0.038725052	-2.617761	-2.722048	-2.64856	-2.2726834	-1.8462329	-2.5857842	-3.043128
248934_at	-0.10004222	0.057411063	-0.24092822	0.07923029	1.1206727	1.4038863	0.4260089	0.7667861	0.4280519	0.35910344	0.40835878	1.2890468	0.33317816	0.0805407	0.2425357	-0.036621414	0.14722006	0.22441456	0.72088426	1.0311004	0.14095676	0.9175261	0.47272396	0.66770035	2.3031323	0.08044428	0.47210032	1.105656	0.4327645	0.08644804	0.3680174	0.45611998	0.18605424	-0.15050618	-0.4099557	-0.11644139	-0.070987836	-0.2593211	-0.5648502	-0.120908216	-0.23812176	-0.5961807	0.17102869	-0.004367211	-0.04873934	1.6364778	0.18735793	0.7908788	0.75808376	0.1516667	0.17681059	0.1187121	0.13225728	-0.010035245	0.07722136	-0.061468158	-0.027194653	0.015543422	0.03225434	0.000994	0.015661279	0.01641534	0.10273597	-2.4683363	-2.660699	-2.5616937	-2.571024	-2.6022186	-2.5799217	-2.6916108
261901_at	-0.82999057	-1.3309609	-0.20421739	-0.7706826	1.1025356	1.5449784	0.53556436	0.52133536	0.28746843	0.17873299	0.13727143	0.77955544	0.83893293	0.8674464	0.3996579	0.120109275	0.5834132	0.65993804	-0.09824228	-0.13089193	0.56375563	0.13183361	0.47866297	0.5239416	0.1081826	0.88703024	-0.06680576	0.25871482	0.40115508	0.85343206	0.5880049	0.7061907	0.15869294	0.219316	-0.42415518	0.038739823	0.1338571	0.24910966	0.3549764	0.58508176	0.44924498	-0.5993409	0.004776217	-0.0418104	-0.3134469	0.17345282	0.80149484	-0.079368845	1.4240097	1.422312	0.25272146	0.4318673	0.12211098	-0.30192947	-0.069287516	0.3525883	0.036252163	0.6194536	-0.08282236	-0.30334377	0.116655186	1.2788392	0.22902608	-2.4529254	-1.8934686	-2.5165875	-2.7384367	-2.9513397	-2.7118888	-2.6004791
251342_at	-0.000735	-1.5191926	0.1398219	0.8648602	1.5542817	2.544026	0.9082429	0.81345975	1.3921609	1.4168867	-0.6516925	0.6227075	0.49354786	-0.22387488	0.29122496	-0.07765067	0.5753597	0.28665957	0.44074047	0.8373926	0.36901972	0.5180283	0.23257616	0.001014126	0.91257495	0.60196084	0.20172943	-0.06308735	0.7992736	0.50120187	0.4109273	0.32601964	0.082523175	-0.21631029	-0.501483	-0.5448104	0.3150692	0.25032145	-0.62433904	-0.08970182	0.0645114	0.5417989	-0.00643861	-0.1517192	-0.19425601	0.71110946	0.3989723	0.2575668	1.9418124	1.8510606	-0.36351946	-0.017163096	-0.12568527	-0.5334036	-0.5620992	-0.28561446	-0.43466544	-0.3506846	-0.14466639	0.12072959	-0.7307687	-0.15843165	-0.5251182	-2.2693899	-1.8884879	-1.9730939	-2.0994928	-2.3161106	-2.196864	-2.750623
259502_at	-0.6387067	0.3344864	-0.16336647	-0.6156842	1.7491041	3.2020268	0.25030455	0.15163338	-0.4216702	0.31304637	0.03841372	-0.10409663	0.18761446	0.18344745	0.45995605	-0.49870035	-0.17802043	0.49747753	0.117178984	-0.045149166	0.120526016	0.7643679	0.40033004	-0.5159949	1.6484541	0.9745933	0.07594453	-0.00906951	0.7220454	0.96152484	0.15801679	-0.036482494	-0.045623127	-0.36989117	0.38991192	-0.6202533	-0.41204914	-0.5649927	-0.39929017	-1.2440108	-1.1393114	-1.438073	-0.37583035	-0.43457085	-0.38166916	2.1532428	0.7604196	1.3343637	3.99528	-0.8596933	-1.2658398	0.4562171	-0.012576012	0.43378037	-0.29400265	-0.35439396	-0.54707724	0.36795866	-0.34276226	0.4447182	0.11827586	0.30321652	-0.16800644	-0.86807895	-1.0278198	-1.1823194	-1.6596801	-1.3656648	-1.5761852	-1.8912709
264467_at	1.1635628	0.18225034	-0.06359574	-1.4331354	2.7306159	2.2129421	0.33343515	0.97342443	1.1141794	0.5800937	-0.9289318	-0.42532656	1.0227839	-0.14603929	0.3486233	-0.028387573	0.28086945	-0.45353875	-0.03644929	0.08650765	0.1325169	0.31268397	0.21133842	-0.008203808	2.0507846	-0.2328638	-0.06397401	0.2686064	1.0752912	0.7038537	0.33029333	0.44575575	0.14236403	-0.80505335	-0.4155281	-0.7509551	-0.29707733	-0.2461176	-0.27244592	-0.3765603	-0.13466698	-0.41296872	-0.57456833	-0.51839495	-0.56018233	2.6584563	0.6498946	1.265912	2.4233942	-0.31403822	-0.4597905	0.10499853	-0.23558298	0.065175734	-0.45587474	-0.43174654	-0.4717347	0.09843321	-0.40695643	0.716265	0.3976205	-0.837268	-0.49996537	-1.1152656	-1.336627	-1.7030274	-1.5308343	-1.6305069	-2.1049798	-2.363763
257216_at	-0.92750525	-0.3971743	-0.8698609	-0.21511793	-0.06722402	1.287828	-0.016955161	-0.059036374	-0.7486524	0.41958097	-0.09825113	-0.04951671	0.5529734	0.42703286	0.37568542	-0.23438698	-0.4662865	0.5865309	-0.15505278	0.06826218	0.040162437	1.8762819	0.04750573	0.2511102	1.832655	0.58933496	0.100299716	-0.13333501	0.79713416	0.9634873	0.1881563	0.042775445	-0.7026965	0.23033245	-0.37211177	-0.052136764	0.62736	0.42311862	0.56778175	-1.2686113	-1.1539032	-0.6111809	-0.18743423	-0.013094479	-0.12280732	3.0663652	0.79127586	1.2222525	2.846136	0.2631564	-0.07218146	0.24278162	-0.4266344	-0.36250097	-0.4083261	-0.2976339	-0.32678983	0.08326553	-0.18999256	0.69741315	-0.38793528	0.42058143	-0.00957909	-0.16942553	0.58649015	-0.65930736	-2.0687437	-3.3768227	-2.6855006	-2.1514018
255872_at	0.31026915	0.5843189	0.5773967	-0.70320326	1.1083025	1.8909786	0.62372667	0.5920503	0.53717834	1.1711031	0.68912125	0.89520544	0.03898611	-0.18427815	-0.13229084	-0.72708344	3.1255438	3.0076363	1.632005	1.451413	-0.627894	0.42333925	-0.11775444	-0.21685179	0.22793962	0.07710338	-0.043660283	0.1516329	-0.2564172	-0.14982288	-0.19847216	-0.043059092	-0.49320105	-0.62904876	-0.33705983	-1.4731559	-0.28664574	-0.5938003	-0.8625767	-0.6154173	-0.7323778	-0.02361348	-0.43354502	-0.62919915	-0.69496536	1.0207279	-0.8131362	-0.035446458	2.97217	1.572573	0.10249294	-0.4026439	-0.42198282	-0.051710878	-0.377849	-0.3169509	-0.7509453	-0.24629341	-0.57759565	0.6415835	-0.039837323	-0.43173736	-0.35872367	-1.4527191	-1.0356404	-1.1346076	-1.3078054	-1.3485796	-1.4819326	-1.6332656
260203_at	0.048165128	0.48520726	-0.22510266	-0.19881165	2.2633703	1.6888913	1.2875546	1.7386106	1.7658108	0.5215165	2.5059683	2.3146431	0.70321316	-0.07444806	0.18545638	-0.21367638	-0.24685279	-0.33821625	-0.26355544	-0.18402545	-0.29486525	0.48058796	-0.33460957	-0.09091193	0.9604001	-0.395249	-0.29901275	-0.34470427	0.505262	0.04228328	-0.32092154	-0.19958165	-0.3179769	-0.34918934	-0.40565076	-0.3395442	-0.5481815	-0.55559635	-0.75139725	-0.33868265	0.3545695	0.43182653	-0.32605717	-0.21982609	-0.22206908	0.29538217	-0.17090234	0.45789534	2.3580773	2.117119	0.25144303	-0.32630965	-0.19120307	-0.3114999	-0.21129096	-0.34531122	-0.34321642	-0.28175658	-0.37462935	0.25956884	0.43475014	-0.25548765	-0.25669903	-1.7382853	-1.8048079	-1.9075384	-1.8489152	-1.9452035	-1.8500475	-1.8957527
257022_at	0.43077528	1.0751057	0.8112345	1.2701155	1.7732464	1.7552111	0.9906572	1.180716	0.55333734	0.5932506	2.390573	1.7944314	0.10295983	-0.12682603	-0.15305702	-0.3522275	0.17820564	0.39751968	0.16183284	0.11048457	-0.29444405	0.38224566	-0.06400154	0.15332241	1.393226	0.24662457	-0.24711992	0.2459588	0.1481608	0.028305134	0.15902735	0.33266357	-0.4900779	-0.744973	-0.50452805	-0.34727037	-0.4117809	-0.11538313	0.15524152	-0.60118127	-0.4597441	-0.5396566	-0.32559347	-0.3481655	-0.40034097	0.25070435	-0.16979419	0.029890658	1.8794433	2.5222664	0.6071339	-0.4161848	-0.5633563	-0.29350638	-0.47922036	-0.35702688	-0.577004	-0.17616452	-0.29909784	0.5073321	0.24163185	-0.43146917	-0.2793534	-2.3620503	-1.9596592	-1.9625229	-1.9655764	-2.0436988	-1.8882213	-2.102557
249910_at	1.8980656	-0.13418666	0.8303805	1.0398068	1.6869268	1.8703377	0.9724766	1.1509461	0.9048719	1.0850347	1.2413776	0.3591199	0.2539764	0.06151187	0.6332539	-0.062150363	0.71101767	0.083774455	0.4233121	0.45039785	0.14216124	0.19540961	-0.24425404	0.2198685	0.97739285	-0.45065278	-0.2289311	-0.30450058	0.3366742	-0.053199753	0.12211978	0.22366403	-0.4353946	-0.09444329	-0.37245697	-0.19939233	-0.4366703	-0.6875913	-1.0145757	-0.5197037	-0.59269625	-0.63440305	-0.14166707	-0.100816004	-0.11745109	-0.3328481	-0.29006195	-0.1867781	2.8265789	1.4497532	0.051786155	0.42587808	-0.23915839	-0.16426723	-0.64279443	-0.23525852	-0.2113775	-0.66157126	0.1684775	0.8430409	0.99096984	-0.15020302	0.13554272	-2.5912983	-2.1033945	-2.1344926	-1.9444867	-2.0108232	-1.720009	-2.3219464
262369_at	0.17066237	0.46763325	0.2588497	0.1269983	1.856468	3.6454115	1.0626143	1.8854741	0.8947919	1.4630531	0.1882795	0.106804855	-0.011565218	0.06532547	-0.32088348	-0.2197314	0.12801242	0.07297066	-0.03477509	0.17507672	0.10577297	0.19846056	0.10825956	0.075679235	0.07621902	-0.1700897	-0.36826333	-0.09708675	-0.03245992	-0.0346394	-0.2087735	-0.14565429	-0.04581204	-0.13779473	-0.48606986	-0.24193476	-0.05326856	-0.16805755	-0.115076974	-0.14978959	0.007806412	0.07686174	0.16182265	-0.022617633	-0.0365419	0.11552066	-0.027708622	-0.07567134	3.027062	0.6193851	0.14531149	-0.04450928	0.16124684	0.41822022	0.5145121	0.47382316	0.3009578	0.013304284	0.5407179	-1.0732472	-0.19638817	-0.93848795	-0.17116481	-2.7039561	-2.6485012	-1.9299843	-1.384332	-2.2091088	-2.137746	-1.0676782
264580_at	0.14989787	1.5178547	-0.3423374	0.97629	2.7119398	3.1212795	0.8632732	1.1217612	1.5669546	2.2065282	0.66899115	1.414616	0.16206165	0.002606023	-0.27206084	-0.3106393	-0.084425665	-0.18839239	-0.24854808	-0.30754757	-0.2960929	0.86848235	-0.052591734	0.187504	1.0588607	0.38015953	0.12388087	0.932775	0.2721939	0.116140924	-0.11433342	-0.08762758	-0.010738384	-0.45592424	-0.26193804	-0.6957973	-0.28031483	-0.22274731	-0.40306243	-0.69701666	-0.63059956	-0.178623	-0.34292677	-0.13092409	-0.41426888	0.65148425	0.26419184	-0.15683474	2.2726417	1.6418862	-0.52729136	-0.519386	-0.544769	-0.5667213	-0.54926467	-0.8102449	-0.5612791	-0.22470981	-0.436183	-0.7678261	-0.4696264	-0.22870566	-0.38078207	-1.7038152	-1.6360452	-1.6321923	-1.6822821	-1.7030603	-1.5932772	-1.5304804
250279_at	-0.004932589	2.3733382	0.83822465	2.4202068	1.9976716	2.4426544	0.88170785	0.93050265	1.2861346	1.9025725	0.88794124	0.9939237	0.025172547	0.077227935	0.02689141	-0.44854456	-0.14406419	-0.05396001	-0.062005937	-0.13471268	-0.4869594	0.45418453	-0.04023191	-0.075175256	1.3339913	0.33156258	-0.17369239	0.22322862	0.3188395	0.09325448	-0.085098624	0.05934109	-0.83703154	-0.12385177	-0.40350828	-0.4168038	-0.5140237	-0.35184884	-0.41514614	-0.35561928	-0.005205856	-0.4391487	-0.20914641	-0.23520447	-0.22563232	1.2937106	0.24661663	-0.30774254	0.6938196	1.8348162	-0.03515407	-0.6113416	-0.20839497	-0.28740352	-0.21920982	-0.573861	-0.36207607	-0.58441144	-0.13631047	-0.08177276	-0.09807194	-0.28111058	-0.50345784	-2.0850747	-1.9525186	-1.8958954	-2.048198	-1.9257224	-1.7886437	-1.7396153
264005_at	-0.4325102	0.676157	0.8717472	1.6409686	1.3036491	3.3301048	0.2991858	0.8664467	0.9061294	2.418497	2.0147715	1.4384694	-0.2254062	0.48130274	-0.15708409	-0.17878173	-0.61416936	-0.15566765	-0.4084086	-0.14688197	-0.856266	1.0333177	-0.37619072	-0.5415808	-0.16223009	-0.2663466	-0.30527157	0.51881313	0.4696639	0.32405952	-0.6778794	-0.27002606	-0.4536254	0.11748894	-0.4874643	-0.7676885	0.056969136	-0.19374892	-0.3479547	-0.21083397	-0.5790414	0.1074875	-0.19945645	-0.27097356	-0.14862627	1.132809	-0.39836466	1.0733949	2.7341123	1.4007199	-0.41642755	-0.3914904	-0.17392859	-0.16039427	-0.22850943	-0.2120405	-0.32207462	-0.5008999	-0.20373735	-0.6398806	-0.48707086	-0.1770367	-0.1358561	-1.8748797	-1.7578908	-1.8375307	-1.667807	-1.4726415	-1.2833295	-1.4403597
247487_at	0.41495398	1.9230835	0.32995552	2.5727623	1.1811142	3.3850434	-0.11823024	0.17623986	0.07202777	1.3087467	0.16648392	-0.029456643	-0.28270978	0.011702724	-0.48563427	-0.086830094	-0.5466955	-0.15550397	-0.0894284	0.47706193	0.09915298	0.3607263	-0.2254236	-0.12235691	0.56307334	-0.15872948	-0.015714653	1.4126352	-0.1778368	-0.04418805	-0.001320734	0.19316101	-0.37812477	-0.081907235	-0.9178038	-0.08078559	-0.36674178	-0.47090858	-0.11544207	-0.32708815	-0.5040097	0.1470676	-0.20347697	-0.57579595	-0.33626106	2.0772278	0.14479423	0.3760712	2.818327	1.7718736	-0.04388727	-0.32212505	-0.15689647	-0.21159711	-0.1386822	-0.27700073	-0.1614196	-0.39893642	-0.3222506	-0.34498528	0.09755445	-0.25242856	-0.3861776	-1.9807025	-1.611803	-1.4169022	-1.5118372	-2.1710753	-1.7251445	-1.7485836
249377_at	-0.090197615	-0.51556635	-0.12685196	0.41806597	1.2462467	2.5053563	0.79846734	1.2730387	0.08980438	0.34838638	1.9722774	2.9162195	0.13545272	-0.13199265	-0.28838092	-0.45314914	-0.0891455	0.31829774	0.17933945	0.22099529	-0.094484344	0.7431497	0.027113752	0.3211343	2.8720908	0.57779026	0.16464752	0.08916117	0.004770269	-0.22840367	-0.2541268	-0.11154708	-0.2633273	-0.33735088	-0.8902767	-0.44590575	-0.078757	-0.14170672	-0.79821634	-1.5255145	-1.7639098	-0.6178495	-0.18421155	-0.05659486	-0.14903077	-0.20779376	0.37103283	-0.024399688	3.7248094	1.5168176	-0.40454248	-0.25665152	-0.42223096	-0.17799678	-0.573658	-0.33658916	-0.33895826	-0.48090005	-0.25750414	-0.8959739	-0.67729825	0.014105236	-0.091730155	-1.1669257	-0.93092656	-1.1748267	-1.143493	-1.1920542	-1.203971	-1.2536488
267178_at	0.011260796	-0.032439563	-1.2375335	-0.3872839	0.79066986	2.439916	0.25089082	0.95509243	0.032033373	0.39044887	-0.533452	1.2910873	0.28696167	0.09684833	-0.9847901	-0.67891043	0.31635618	1.1340652	-0.13519491	-0.07625859	0.26352474	1.2788663	0.48296747	0.13050194	0.2831191	0.65205026	-0.5474438	0.77145684	0.20160982	0.980993	0.036806222	0.36675885	0.34649384	-0.18536086	-0.8974828	-0.68457824	-0.088339955	0.035397805	0.17553252	-0.29640296	-0.26500195	-0.088339955	-0.09018753	0.054086503	-0.12283359	-0.11315699	-0.043275658	0.26704612	4.5288563	2.1661363	0.27301183	0.32323033	-0.020609824	0.27375165	-0.5479237	0.06361753	-0.35378042	0.28577432	-0.6367001	0.22034186	-1.0973992	-0.37825224	-0.19907038	-1.5302184	-0.9512858	-1.3718961	-1.9763858	-2.0207033	-2.018513	-1.8665566
258133_at	0.17407545	-0.5927336	-0.6928976	-2.6591554	2.152966	2.52757	1.6044214	0.64205235	1.585046	1.3622577	0.9562237	0.6823121	0.32947582	-0.38674024	0.44480735	-0.9962804	-0.084367104	-0.5502762	0.25854558	-0.599693	-0.12841478	0.50393075	1.156127	-0.17927319	2.955961	0.6134499	-0.11883514	0.43786287	0.47586697	0.09661622	0.4351373	-1.1265428	-0.6913399	0.0338565	-0.48948446	-1.1505482	-0.08470062	-0.28472912	-0.060266312	0.45799375	-0.058734324	0.7280377	0.1111498	-0.1834685	-0.051754594	0.018642265	0.327463	0.43226492	1.6054907	2.0340974	-0.0381479	-0.3274518	-0.35955223	0.00739344	-0.27024788	-0.23215374	-0.19668937	-0.31721342	-0.21788068	-0.38350624	-0.5855979	-0.36378655	-0.41134015	-1.6399137	-1.5827909	-1.3195441	-1.5080061	-1.4744842	-1.474432	-1.278121
256245_at	1.5049788	1.4224654	0.014208232	-0.13391145	1.7928859	2.7237046	1.2742617	0.28699005	1.7886276	1.9939504	0.8296447	0.2964928	0.82969004	-0.7522746	0.44353572	-1.3615204	-0.48459473	-0.2561741	0.024750216	-0.63223636	-0.3914004	0.91853136	0.61492455	-0.6432727	3.8515465	0.56704754	-0.2267819	-0.22510114	0.75943273	-0.107269935	0.07251792	-1.1949636	-0.2334672	-0.1705061	-0.22159313	-1.4368434	-0.5330719	-0.7873356	-1.0390297	-0.2152442	-0.80892473	-0.407992	-0.45627737	-0.3214763	-0.48437276	1.7681102	-0.09387391	0.8413351	0.62161535	1.335723	-0.6966042	-0.16821006	-0.8001241	-0.30801013	-0.6703354	-0.77322125	-0.6797498	-0.24965505	-0.5959966	-0.35495526	-0.7878528	-1.0456346	-0.40377802	-0.8911952	-1.2463257	-0.73069465	-0.5686088	-0.7203636	-0.5385437	-0.727602
248332_at	1.1158704	0.768563	-0.5190314	-1.6597387	1.2576171	1.9874185	0.74305254	-0.033026002	1.0833577	1.5529878	0.6385935	0.06120981	1.2438279	-0.5882967	0.3523144	-1.2841513	0.005630124	0.24452835	0.1863158	-0.63101846	-0.19892174	1.5508028	0.777154	-0.47891685	4.6487813	0.97767425	-0.4685671	-0.3867032	1.507894	0.42194015	0.18227571	-0.9019406	0.008728522	-0.22939806	-0.2015742	-1.247371	-0.12013395	-1.0148591	-0.95410115	-0.61663896	-1.3265839	-0.45032296	-0.17394397	-0.23557176	-0.34890088	2.145144	-0.068502046	1.0992012	0.9944649	-0.5997124	-0.2960637	-0.48965132	-0.34041017	-0.1282557	-0.3101328	-0.37153405	-0.31717274	-0.4443141	-0.4676109	-0.7634963	-0.40243486	-0.5705236	-0.4286192	-1.1924822	-0.9912889	-0.61518264	-0.6207107	-0.6711796	-0.6247064	-0.77165204
247293_at	-0.32182363	-0.7011805	-0.5735812	-2.285799	1.256452	1.8299483	1.2549928	0.46488276	0.74780667	0.6818107	1.3040938	1.502691	-0.001388822	-1.2534636	1.1697493	-1.3632711	-0.4226095	0.19817458	0.17198263	-0.079179294	-0.61238647	0.50803596	1.116046	-0.53537834	3.9306712	1.1253401	0.09105662	-0.23541747	1.1312029	0.17948951	0.51465356	-1.2561369	-0.30106875	-0.36875454	-0.11062334	-0.90616995	-0.66133326	-1.0161923	-0.7018238	1.2914001	-0.40321502	0.02983985	-0.23181207	-0.4291566	-0.31107637	1.8017793	-0.29110324	2.0660732	1.8067698	-0.4153443	-0.23622894	-0.28648987	-0.29985335	-0.28651574	-0.2588302	-0.37492168	-0.17673169	-0.2328574	-0.40438437	-0.38884217	-0.3473563	-0.6514569	-0.5916734	-1.081862	-1.2913524	-0.8878712	-1.1375134	-0.9195626	-0.42805448	-0.103295304
256243_at	-0.355531	-0.44542643	-0.5842211	-0.894861	3.1918423	4.2793355	0.73638725	0.6292618	1.5789274	1.1730903	-0.27005568	0.5784438	0.4746613	0.3656204	0.19612755	-0.49408627	-0.4439938	0.1814652	0.28569582	0.25669202	0.05794533	0.7655801	-0.11555676	-0.24090232	1.6236912	0.63492066	-0.14693439	0.04825152	-0.40305132	0.5301124	-0.20449126	-0.47792748	-0.52949566	-0.4789787	-0.7855186	-0.5655847	0.8577128	0.5259737	-0.11339456	-0.10783899	0.044462867	0.034470685	-0.38651255	-0.17208326	-0.3328587	0.10607108	1.6837054	-0.43172908	1.4430325	0.94716686	-0.46927392	0.22263205	-0.5759757	-0.3610778	-0.67149967	-0.12376491	-0.4224282	0.119366705	-0.48948175	0.111293234	-0.7424376	-0.6431631	-0.23044825	-0.6742284	-0.6229561	-0.9714128	-1.6674954	-1.7472006	-2.356435	-1.9336272
262607_at	-2.9370337	0.46140933	-1.0719359	-0.16471575	2.3303096	4.2153044	0.7951721	0.8261978	1.0387648	2.2965612	0.07735757	0.22062667	0.532082	0.13662362	0.11400244	-0.57860744	0.06274975	0.865515	0.14825512	0.08640714	-0.23811176	0.4466939	-0.028946782	0.2162403	1.1318725	1.0909412	-0.47512507	-0.14493157	0.19051436	0.72078395	-0.007099006	-0.22113231	-0.19476534	-0.5240762	-0.6645775	-0.18473536	-0.5859323	-0.67595226	-1.4570081	-0.27045026	0.25135216	-0.27971494	-0.39708635	-0.38639167	-0.45737654	0.70620614	1.1927674	0.00441585	1.5056536	1.7792008	-0.7292716	-0.09067222	-0.7109211	-0.5567597	-0.6478592	-0.3565482	-0.49641612	0.38367385	-0.6060282	0.64816123	-0.49350786	-0.19201873	-0.39887372	-0.9283273	-0.81448597	-0.9932085	-0.97733104	-1.2467091	-1.0054717	-1.2856995
252068_at	-0.5278834	-0.38194466	-0.9925242	-2.341231	1.9740429	4.0941353	0.1202225	0.13017733	1.2424736	1.7186273	-0.39732483	0.087383665	0.33922413	-0.00557007	-0.30103925	-0.100832306	-0.054119054	-0.09995006	0.17137043	0.25121754	-0.0904066	0.27596188	-0.19530986	0.054076333	2.297298	1.1197531	-0.22800179	-0.52292484	0.24621335	0.29709953	0.34126034	0.056566853	-0.32636848	-0.046428252	0.15915413	0.3159904	-0.08886961	-0.3664032	-0.5398718	-0.06209864	-0.37093043	-0.28589034	-0.17957841	-0.2691011	-0.21592686	0.4842025	0.5539024	0.31771046	3.0903687	1.3480637	-0.332236	-0.22620477	-0.35880202	-0.38938546	-0.26219082	-0.24768834	-0.21783917	0.114055954	-0.112572655	0.39025968	0.019397112	0.11744977	-0.35422406	-1.6442114	-1.6634334	-1.6249725	-1.2057254	-1.232055	-1.3762467	-1.4893422
